NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
PRIMARIA,14DPR0173R,MATUTINO,20,75,85,SI,SI,NO,NO,66.7,20,13.3,, I ,70.6,11.8,11.8,5.9,I
PRIMARIA,14DPR0175P,VESPERTINO,70,90,97.1,SI,SI,NO,NO,71.4,22.2,6.3,, I ,76.5,11.8,7.4,4.4,I
PRIMARIA,14DPR0179L,MATUTINO,4,100,100,SI,SI,NO,NO,75,,,25, I ,50,25,25,,I
PRIMARIA,14DPR0180A,VESPERTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,50,,50,,I
PRIMARIA,14DPR0181Z,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0182Z,VESPERTINO,22,90.9,81.8,SI,SI,NO,NO,75,25,,, I ,77.8,16.7,,5.6,I
PRIMARIA,14DPR0184X,MATUTINO,70,94.3,100,SI,SI,NO,NO,51.5,31.8,16.7,, I ,78.6,7.1,10,4.3,I
PRIMARIA,14DPR0186V,VESPERTINO,20,100,95,SI,SI,NO,NO,60,25,15,, I ,63.2,5.3,15.8,15.8,I
PRIMARIA,14DPR0193E,VESPERTINO,9,77.8,77.8,SI,SI,NO,NO,71.4,28.6,,, I ,85.7,14.3,,,I
PRIMARIA,14DPR0195C,MATUTINO,8,100,100,SI,SI,NO,NO,87.5,12.5,,, I ,100,,,,I
PRIMARIA,14DPR0196B,MATUTINO,70,100,100,SI,SI,NO,NO,51.4,31.4,14.3,2.9, I ,80,7.1,10,2.9,I
PRIMARIA,14DPR0197A,VESPERTINO,35,100,97.1,SI,SI,NO,NO,65.7,31.4,2.9,, I ,82.4,14.7,2.9,,I
PRIMARIA,14DPR0198Z,MATUTINO,70,97.1,90,SI,SI,NO,NO,66.2,25,8.8,, I ,74.6,17.5,4.8,3.2,I
PRIMARIA,14DPR0202W,MATUTINO,13,100,100,SI,SI,NO,SI,38.5,30.8,30.8,, I ,76.9,23.1,,,I
PRIMARIA,14DPR0203V,MATUTINO,4,100,100,SI,SI,NO,NO,75,,25,, I ,75,25,,,I
PRIMARIA,14DPR0204U,VESPERTINO,8,100,100,SI,SI,NO,NO,50,37.5,12.5,, I ,50,37.5,12.5,,I
PRIMARIA,14DPR0206S,MATUTINO,70,90,87.1,SI,SI,SI,SI,73,20.6,6.3,, I ,82,9.8,8.2,,I
PRIMARIA,14DPR0207R,COMPLETO,2,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR0208Q,MATUTINO,35,91.4,94.3,SI,SI,NO,NO,46.9,28.1,25,, I ,42.4,39.4,12.1,6.1,I
PRIMARIA,14DPR0209P,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,75,25,,,I
PRIMARIA,14DPR0215Z,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0217Y,VESPERTINO,14,85.7,78.6,SI,SI,NO,NO,83.3,16.7,,, I ,90.9,9.1,,,I
PRIMARIA,14DPR0218X,MATUTINO,14,71.4,85.7,SI,SI,NO,NO,80,20,,, I ,66.7,33.3,,,I
PRIMARIA,14DPR0220L,MATUTINO,28,78.6,78.6,SI,SI,NO,NO,59.1,27.3,9.1,4.5, I ,86.4,13.6,,,I
PRIMARIA,14DPR0221K,MATUTINO,35,100,100,SI,SI,NO,NO,48.6,28.6,22.9,, I ,65.7,25.7,5.7,2.9,I
PRIMARIA,14DPR0222J,VESPERTINO,35,97.1,97.1,SI,SI,NO,NO,76.5,20.6,2.9,, I ,79.4,11.8,8.8,,I
PRIMARIA,14DPR0223I,MATUTINO,70,98.6,97.1,SI,SI,SI,SI,46.4,42,11.6,, I ,69.1,22.1,7.4,1.5,I
PRIMARIA,14DPR0227E,MATUTINO,25,88,92,SI,SI,NO,NO,68.2,27.3,4.5,, I ,100,,,,I
PRIMARIA,14DPR0228D,VESPERTINO,70,92.9,92.9,SI,SI,NO,NO,60,33.8,6.2,, I ,78.5,18.5,3.1,,I
PRIMARIA,14DPR0229C,VESPERTINO,58,86.2,87.9,SI,SI,NO,NO,60,32,4,4, I ,68.6,21.6,5.9,3.9,I
PRIMARIA,14DPR0230S,VESPERTINO,13,100,92.3,SI,SI,NO,NO,46.2,38.5,15.4,, I ,58.3,25,16.7,,I
PRIMARIA,14DPR0231R,MATUTINO,70,100,100,SI,SI,SI,NO,52.9,37.1,8.6,1.4, I ,60,15.7,14.3,10,I
PRIMARIA,14DPR0232Q,VESPERTINO,21,95.2,90.5,SI,SI,NO,NO,50,45,5,, I ,84.2,10.5,,5.3,I
PRIMARIA,14DPR0234O,MATUTINO,70,100,98.6,SI,SI,NO,SI,67.1,27.1,5.7,, I ,75.4,15.9,5.8,2.9,I
PRIMARIA,14DPR0236M,MATUTINO,32,96.9,90.6,SI,SI,NO,NO,67.7,19.4,9.7,3.2, I ,82.8,6.9,10.3,,I
PRIMARIA,14DPR0238K,VESPERTINO,35,94.3,97.1,SI,SI,NO,SI,54.5,33.3,12.1,, I ,67.6,14.7,17.6,,I
PRIMARIA,14DPR0239J,VESPERTINO,15,80,100,SI,SI,NO,NO,58.3,33.3,8.3,, I ,73.3,20,6.7,,I
PRIMARIA,14DPR0240Z,VESPERTINO,35,94.3,97.1,SI,SI,NO,NO,60.6,24.2,12.1,3, I ,76.5,17.6,5.9,,I
PRIMARIA,14DPR0242X,MATUTINO,35,91.4,97.1,SI,SI,NO,NO,84.4,12.5,3.1,, I ,85.3,8.8,2.9,2.9,I
PRIMARIA,14DPR0244V,MATUTINO,35,100,100,SI,SI,NO,NO,71.4,22.9,5.7,, I ,74.3,11.4,11.4,2.9,I
PRIMARIA,14DPR0245U,VESPERTINO,27,66.7,63,SI,NO,NO,SI,55.6,44.4,,, I ,47.1,17.6,29.4,5.9,I
PRIMARIA,14DPR0246T,MATUTINO,70,95.7,95.7,SI,SI,NO,SI,46.3,41.8,9,3, I ,59.7,14.9,14.9,10.4,I
PRIMARIA,14DPR0247S,MATUTINO,35,94.3,97.1,SI,SI,NO,NO,57.6,33.3,3,6.1, I ,61.8,26.5,2.9,8.8,I
PRIMARIA,14DPR0248R,VESPERTINO,28,96.4,89.3,SI,SI,SI,NO,55.6,29.6,11.1,3.7, I ,64,20,8,8,I
PRIMARIA,14DPR0249Q,MATUTINO,35,100,100,SI,SI,NO,NO,40,34.3,20,5.7, I ,51.4,17.1,17.1,14.3,I
PRIMARIA,14DPR0251E,MATUTINO,3,66.7,66.7,SI,SI,NO,NO,50,50,,, I ,50,,50,,I
PRIMARIA,14DPR0253C,VESPERTINO,35,100,97.1,SI,SI,NO,NO,54.3,34.3,11.4,, I ,82.4,8.8,8.8,,I
PRIMARIA,14DPR0256Z,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,47.8,26.1,21.7,4.3, I ,39.1,17.4,26.1,17.4,I
PRIMARIA,14DPR0258Y,MATUTINO,35,100,100,SI,SI,NO,NO,48.6,28.6,20,2.9, I ,51.4,20,17.1,11.4,I
PRIMARIA,14DPR0259X,VESPERTINO,23,82.6,82.6,SI,SI,NO,NO,68.4,31.6,,, I ,57.9,15.8,21.1,5.3,I
PRIMARIA,14DPR0260M,MATUTINO,15,93.3,80,SI,SI,NO,NO,64.3,14.3,21.4,, I ,58.3,25,8.3,8.3,I
PRIMARIA,14DPR0261L,VESPERTINO,24,75,95.8,SI,SI,NO,NO,61.1,38.9,,, I ,82.6,17.4,,,I
PRIMARIA,14DPR0264I,MATUTINO,7,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0265H,VESPERTINO,20,85,75,SI,SI,NO,NO,76.5,23.5,,, I ,73.3,20,,6.7,I
PRIMARIA,14DPR0266G,VESPERTINO,6,100,100,SI,SI,NO,NO,83.3,16.7,,, I ,83.3,16.7,,,I
PRIMARIA,14DPR0267F,VESPERTINO,8,87.5,100,SI,SI,NO,NO,42.9,42.9,14.3,, I ,50,25,25,,I
PRIMARIA,14DPR0270T,MATUTINO,35,88.6,94.3,SI,SI,NO,NO,67.7,22.6,9.7,, I ,63.6,21.2,12.1,3,I
PRIMARIA,14DPR0271S,VESPERTINO,12,50,58.3,NO,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14DPR0272R,VESPERTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0274P,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,44.1,38.2,11.8,5.9, I ,41.2,14.7,29.4,14.7,I
PRIMARIA,14DPR0276N,NOCTURNO,6,66.7,83.3,SI,SI,NO,NO,50,50,,, I ,,20,80,,III
PRIMARIA,14DPR0277M,MATUTINO,70,98.6,100,SI,SI,NO,NO,65.2,23.2,10.1,1.4, I ,85.7,7.1,5.7,1.4,I
PRIMARIA,14DPR0279K,COMPLETO,2,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR0280Z,VESPERTINO,22,95.5,95.5,SI,SI,NO,NO,71.4,23.8,4.8,, I ,76.2,9.5,9.5,4.8,I
PRIMARIA,14DPR0281Z,MATUTINO,70,100,100,SI,SI,NO,NO,54.3,30,15.7,, I ,70,17.1,8.6,4.3,I
PRIMARIA,14DPR0282Y,VESPERTINO,21,90.5,85.7,SI,SI,NO,NO,42.1,42.1,10.5,5.3, I ,55.6,16.7,16.7,11.1,I
PRIMARIA,14DPR0283X,MATUTINO,35,91.4,85.7,SI,SI,NO,NO,62.5,28.1,9.4,, I ,73.3,13.3,10,3.3,I
PRIMARIA,14DPR0284W,VESPERTINO,35,100,100,SI,SI,NO,NO,65.7,22.9,8.6,2.9, I ,74.3,20,2.9,2.9,I
PRIMARIA,14DPR0290G,MATUTINO,70,100,100,SI,SI,NO,NO,32.9,30,24.3,12.9, I ,61.4,21.4,11.4,5.7,I
PRIMARIA,14DPR0294C,MATUTINO,35,100,97.1,SI,SI,NO,NO,60,14.3,25.7,, I ,67.6,23.5,5.9,2.9,I
PRIMARIA,14DPR0295B,VESPERTINO,21,90.5,90.5,SI,SI,NO,NO,42.1,26.3,31.6,, I ,52.6,15.8,31.6,,I
PRIMARIA,14DPR0297Z,VESPERTINO,9,100,100,SI,SI,NO,NO,77.8,22.2,,, I ,77.8,22.2,,,I
PRIMARIA,14DPR0298Z,COMPLETO,9,77.8,77.8,SI,SI,NO,NO,71.4,28.6,,, I ,71.4,28.6,,,I
PRIMARIA,14DPR0299Y,MATUTINO,17,82.4,88.2,SI,SI,NO,NO,42.9,42.9,14.3,, I ,26.7,26.7,33.3,13.3,III
PRIMARIA,14DPR0300X,MATUTINO,70,100,100,SI,SI,NO,NO,48.6,40,10,1.4, I ,77.1,8.6,11.4,2.9,I
PRIMARIA,14DPR0302V,VESPERTINO,70,88.6,84.3,SI,SI,SI,SI,71,24.2,3.2,1.6, I ,83.1,11.9,3.4,1.7,I
PRIMARIA,14DPR0303U,VESPERTINO,18,88.9,88.9,SI,SI,NO,NO,50,43.8,6.3,, I ,75,6.3,18.8,,I
PRIMARIA,14DPR0304T,VESPERTINO,15,86.7,86.7,SI,SI,NO,NO,84.6,15.4,,, I ,100,,,,I
PRIMARIA,14DPR0305S,MATUTINO,35,88.6,91.4,SI,SI,NO,NO,45.2,32.3,19.4,3.2, I ,78.1,15.6,3.1,3.1,I
PRIMARIA,14DPR0306R,COMPLETO,33,81.8,84.8,SI,SI,NO,NO,48.1,33.3,18.5,, I ,67.9,17.9,14.3,,I
PRIMARIA,14DPR0307Q,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0309O,VESPERTINO,70,100,100,SI,SI,NO,NO,44.3,37.1,15.7,2.9, I ,47.1,22.9,24.3,5.7,I
PRIMARIA,14DPR0310D,MATUTINO,30,96.7,96.7,SI,SI,NO,NO,72.4,17.2,10.3,, I ,55.2,20.7,13.8,10.3,I
PRIMARIA,14DPR0312B,VESPERTINO,21,95.2,71.4,SI,SI,NO,NO,80,20,,, I ,93.3,,6.7,,I
PRIMARIA,14DPR0313A,VESPERTINO,11,90.9,81.8,SI,SI,NO,NO,90,10,,, I ,66.7,33.3,,,I
PRIMARIA,14DPR0314Z,VESPERTINO,70,85.7,85.7,SI,SI,SI,NO,61.7,33.3,5,, I ,78.3,15,6.7,,I
PRIMARIA,14DPR0315Z,VESPERTINO,4,75,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0316Y,MATUTINO,34,91.2,88.2,SI,SI,NO,NO,54.8,32.3,9.7,3.2, I ,60,23.3,16.7,,I
PRIMARIA,14DPR0319V,MATUTINO,35,85.7,85.7,SI,SI,NO,NO,46.7,40,10,3.3, I ,46.7,26.7,16.7,10,I
PRIMARIA,14DPR0321J,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0322I,MATUTINO,20,60,75,NO,SI,NO,SI,66.7,25,8.3,, I ,93.3,6.7,,,I
PRIMARIA,14DPR0323H,VESPERTINO,27,100,96.3,SI,SI,NO,NO,40.7,40.7,11.1,7.4, I ,61.5,15.4,15.4,7.7,I
PRIMARIA,14DPR0324G,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0325F,VESPERTINO,34,88.2,88.2,SI,SI,NO,NO,63.3,33.3,3.3,, I ,80,10,10,,I
PRIMARIA,14DPR0326E,MATUTINO,26,80.8,84.6,SI,SI,NO,NO,66.7,28.6,4.8,, I ,59.1,9.1,31.8,,I
PRIMARIA,14DPR0330R,MATUTINO,35,100,97.1,SI,SI,NO,NO,57.1,34.3,2.9,5.7, I ,85.3,8.8,2.9,2.9,I
PRIMARIA,14DPR0331Q,VESPERTINO,14,85.7,85.7,SI,SI,NO,NO,75,25,,, I ,41.7,33.3,25,,I
PRIMARIA,14DPR0332P,VESPERTINO,27,85.2,81.5,SI,SI,NO,NO,60.9,30.4,4.3,4.3, I ,72.7,4.5,13.6,9.1,I
PRIMARIA,14DPR0333O,MATUTINO,25,92,92,SI,SI,NO,NO,65.2,26.1,4.3,4.3, I ,78.3,8.7,8.7,4.3,I
PRIMARIA,14DPR0334N,VESPERTINO,18,83.3,88.9,SI,SI,NO,NO,100,,,, I ,81.3,12.5,,6.3,I
PRIMARIA,14DPR0335M,VESPERTINO,23,91.3,95.7,SI,SI,NO,NO,52.4,33.3,14.3,, I ,54.5,27.3,18.2,,I
PRIMARIA,14DPR0336L,COMPLETO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14DPR0339I,VESPERTINO,35,100,100,SI,SI,NO,NO,40,31.4,17.1,11.4, I ,48.6,11.4,25.7,14.3,I
PRIMARIA,14DPR0340Y,VESPERTINO,10,60,60,SI,SI,NO,NO,66.7,16.7,16.7,, I ,66.7,16.7,16.7,,I
PRIMARIA,14DPR0342W,MATUTINO,20,80,95,SI,SI,NO,NO,43.8,25,18.8,12.5, I ,36.8,10.5,31.6,21.1,I
PRIMARIA,14DPR0343V,MATUTINO,35,97.1,94.3,SI,SI,NO,NO,35.3,32.4,23.5,8.8, I ,30.3,18.2,42.4,9.1,III
PRIMARIA,14DPR0344U,MATUTINO,70,98.6,95.7,SI,SI,NO,NO,43.5,36.2,15.9,4.3, I ,56.7,26.9,10.4,6,I
PRIMARIA,14DPR0345T,MATUTINO,35,100,100,SI,SI,NO,NO,54.3,34.3,5.7,5.7, I ,62.9,20,11.4,5.7,I
PRIMARIA,14DPR0347R,MATUTINO,7,100,100,SI,SI,NO,NO,85.7,14.3,,, I ,100,,,,I
PRIMARIA,14DPR0348Q,MATUTINO,70,100,100,SI,SI,NO,NO,35.7,34.3,24.3,5.7, I ,45.7,22.9,17.1,14.3,I
PRIMARIA,14DPR0349P,MATUTINO,15,86.7,86.7,SI,SI,NO,NO,84.6,15.4,,, I ,69.2,15.4,7.7,7.7,I
PRIMARIA,14DPR0351D,COMPLETO,17,94.1,94.1,SI,SI,NO,NO,50,25,25,, I ,68.8,12.5,12.5,6.3,I
PRIMARIA,14DPR0356Z,MATUTINO,35,100,100,SI,SI,NO,NO,82.9,14.3,2.9,, I ,91.4,8.6,,,I
PRIMARIA,14DPR0357Y,MATUTINO,70,95.7,92.9,SI,SI,NO,NO,65.7,22.4,11.9,, I ,80,10.8,7.7,1.5,I
PRIMARIA,14DPR0358X,VESPERTINO,35,100,100,SI,SI,NO,NO,77.1,17.1,5.7,, I ,68.6,22.9,8.6,,I
PRIMARIA,14DPR0359W,COMPLETO,35,88.6,88.6,SI,SI,SI,NO,54.8,29,16.1,, I ,64.5,6.5,9.7,19.4,I
PRIMARIA,14DPR0360L,VESPERTINO,26,80.8,80.8,SI,SI,NO,NO,47.6,33.3,19,, I ,47.6,23.8,14.3,14.3,I
PRIMARIA,14DPR0361K,MATUTINO,33,93.9,93.9,SI,SI,NO,NO,64.5,22.6,12.9,, I ,71,6.5,19.4,3.2,I
PRIMARIA,14DPR0363I,VESPERTINO,35,100,100,SI,SI,NO,NO,65.7,20,11.4,2.9, I ,74.3,8.6,14.3,2.9,I
PRIMARIA,14DPR0364H,VESPERTINO,35,80,77.1,SI,SI,NO,NO,85.7,14.3,,, I ,81.5,14.8,3.7,,I
PRIMARIA,14DPR0365G,VESPERTINO,20,60,60,NO,NO,NO,NO,66.7,25,8.3,, I ,83.3,16.7,,,I
PRIMARIA,14DPR0367E,VESPERTINO,35,88.6,94.3,SI,SI,NO,NO,77.4,16.1,6.5,, I ,69.7,15.2,6.1,9.1,I
PRIMARIA,14DPR0368D,COMPLETO,4,100,100,SI,SI,NO,NO,50,25,25,, I ,75,,,25,I
PRIMARIA,14DPR0372Q,VESPERTINO,23,95.7,95.7,SI,SI,NO,NO,59.1,36.4,4.5,, I ,63.6,18.2,18.2,,I
PRIMARIA,14DPR0373P,MATUTINO,70,100,98.6,SI,SI,NO,NO,48.6,37.1,11.4,2.9, I ,46.4,26.1,15.9,11.6,I
PRIMARIA,14DPR0374O,VESPERTINO,35,97.1,88.6,SI,SI,NO,NO,64.7,29.4,5.9,, I ,74.2,16.1,9.7,,I
PRIMARIA,14DPR0375N,MATUTINO,35,100,100,SI,SI,NO,NO,60,31.4,8.6,, I ,62.9,22.9,11.4,2.9,I
PRIMARIA,14DPR0376M,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0379J,MATUTINO,4,75,75,SI,SI,NO,NO,66.7,,33.3,, I ,66.7,,33.3,,I
PRIMARIA,14DPR0381Y,COMPLETO,3,100,100,SI,SI,NO,NO,100,,,, I ,,,100,,III
PRIMARIA,14DPR0382X,COMPLETO,4,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR0383W,COMPLETO,14,100,92.9,SI,SI,NO,NO,71.4,28.6,,, I ,76.9,15.4,7.7,,I
PRIMARIA,14DPR0384V,COMPLETO,8,100,100,SI,SI,NO,NO,100,,,, I ,87.5,12.5,,,I
PRIMARIA,14DPR0385U,COMPLETO,9,100,100,SI,SI,NO,NO,77.8,22.2,,, I ,88.9,11.1,,,I
PRIMARIA,14DPR0386T,COMPLETO,11,90.9,81.8,SI,SI,NO,NO,70,20,10,, I ,55.6,22.2,22.2,,I
PRIMARIA,14DPR0387S,MATUTINO,20,90,90,SI,SI,NO,NO,77.8,16.7,5.6,, I ,77.8,,16.7,5.6,I
PRIMARIA,14DPR0389Q,COMPLETO,13,100,100,SI,SI,NO,NO,30.8,30.8,30.8,7.7, I ,30.8,7.7,23.1,38.5,IV
PRIMARIA,14DPR0391E,MATUTINO,3,66.7,66.7,SI,SI,NO,NO,50,50,,, I ,50,50,,,I
PRIMARIA,14DPR0394B,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,50,50,,,I
PRIMARIA,14DPR0397Z,MATUTINO,6,100,100,SI,SI,NO,NO,66.7,16.7,16.7,, I ,33.3,50,16.7,,II
PRIMARIA,14DPR0400W,VESPERTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0403T,MATUTINO,6,100,100,SI,SI,NO,NO,33.3,33.3,16.7,16.7, I ,,16.7,16.7,66.7,IV
PRIMARIA,14DPR0404S,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0405R,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,75,25,,,I
PRIMARIA,14DPR0407P,MATUTINO,5,100,100,SI,SI,NO,NO,40,40,20,, I ,40,,60,,III
PRIMARIA,14DPR0408O,MATUTINO,22,100,100,SI,SI,NO,NO,59.1,22.7,13.6,4.5, I ,45.5,31.8,13.6,9.1,I
PRIMARIA,14DPR0410C,MATUTINO,16,87.5,87.5,SI,SI,NO,NO,42.9,35.7,14.3,7.1, I ,57.1,7.1,21.4,14.3,I
PRIMARIA,14DPR0411B,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0412A,MATUTINO,4,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0413Z,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,40,40,20,, I ,60,,20,20,I
PRIMARIA,14DPR0414Z,MATUTINO,7,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0416X,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0418V,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,50,25,25,, I ,37.5,12.5,25,25,I
PRIMARIA,14DPR0419U,MATUTINO,7,100,100,SI,SI,NO,NO,57.1,28.6,14.3,, I ,85.7,14.3,,,I
PRIMARIA,14DPR0421I,MATUTINO,5,100,100,SI,SI,NO,NO,100,,,, I ,80,20,,,I
PRIMARIA,14DPR0423G,MATUTINO,35,91.4,94.3,SI,SI,NO,NO,43.8,34.4,15.6,6.3, I ,45.5,15.2,18.2,21.2,I
PRIMARIA,14DPR0424F,MATUTINO,70,100,100,SI,SI,NO,SI,40,40,15.7,4.3, I ,61.4,24.3,14.3,,I
PRIMARIA,14DPR0425E,VESPERTINO,29,82.8,79.3,SI,SI,SI,SI,79.2,20.8,,, I ,69.6,26.1,4.3,,I
PRIMARIA,14DPR0427C,MATUTINO,12,100,100,SI,SI,NO,NO,50,25,16.7,8.3, I ,75,,8.3,16.7,I
PRIMARIA,14DPR0428B,MATUTINO,35,88.6,85.7,SI,SI,NO,NO,71,12.9,16.1,, I ,60,16.7,23.3,,I
PRIMARIA,14DPR0429A,MATUTINO,35,100,100,SI,SI,NO,NO,65.7,25.7,8.6,, I ,77.1,14.3,5.7,2.9,I
PRIMARIA,14DPR0430Q,MATUTINO,35,100,100,SI,SI,NO,SI,74.3,20,5.7,, I ,85.7,11.4,2.9,,I
PRIMARIA,14DPR0431P,MATUTINO,35,82.9,91.4,SI,SI,SI,SI,58.6,20.7,13.8,6.9, I ,56.3,18.8,21.9,3.1,I
PRIMARIA,14DPR0432O,MATUTINO,33,87.9,84.8,SI,SI,NO,NO,62.1,31,6.9,, I ,67.9,14.3,10.7,7.1,I
PRIMARIA,14DPR0433N,COMPLETO,2,100,100,SI,SI,NO,NO,50,50,,, I ,,50,50,,II
PRIMARIA,14DPR0434M,VESPERTINO,13,92.3,92.3,SI,SI,NO,NO,58.3,41.7,,, I ,25,25,8.3,41.7,IV
PRIMARIA,14DPR0437J,COMPLETO,7,85.7,85.7,SI,SI,NO,NO,66.7,16.7,16.7,, I ,66.7,16.7,16.7,,I
PRIMARIA,14DPR0443U,COMPLETO,13,92.3,92.3,SI,SI,NO,NO,75,25,,, I ,83.3,,8.3,8.3,I
PRIMARIA,14DPR0445S,MATUTINO,3,100,100,SI,SI,NO,NO,100,,,, I ,33.3,66.7,,,II
PRIMARIA,14DPR0446R,MATUTINO,5,80,100,SI,SI,NO,NO,75,,25,, I ,60,20,20,,I
PRIMARIA,14DPR0447Q,MATUTINO,3,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0449O,MATUTINO,28,100,100,SI,SI,SI,NO,46.4,32.1,21.4,, I ,46.4,35.7,10.7,7.1,I
PRIMARIA,14DPR0450D,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,,100,,,II
PRIMARIA,14DPR0451C,MATUTINO,35,100,100,SI,SI,NO,NO,57.1,25.7,11.4,5.7, I ,57.1,11.4,25.7,5.7,I
PRIMARIA,14DPR0452B,VESPERTINO,22,81.8,81.8,SI,SI,NO,NO,66.7,16.7,16.7,, I ,77.8,5.6,11.1,5.6,I
PRIMARIA,14DPR0456Y,MATUTINO,70,100,100,SI,SI,NO,NO,35.7,32.9,22.9,8.6, I ,42.9,25.7,24.3,7.1,I
PRIMARIA,14DPR0464G,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,,,33.3, I ,100,,,,I
PRIMARIA,14DPR0465F,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,75,25,,,I
PRIMARIA,14DPR0468C,MATUTINO,27,96.3,96.3,SI,SI,NO,NO,76.9,15.4,3.8,3.8, I ,80.8,15.4,,3.8,I
PRIMARIA,14DPR0469B,VESPERTINO,11,100,100,SI,SI,NO,NO,54.5,36.4,9.1,, I ,27.3,45.5,18.2,9.1,II
PRIMARIA,14DPR0471Q,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,50,50,,,I
PRIMARIA,14DPR0473O,COMPLETO,33,97,97,SI,SI,NO,NO,59.4,34.4,6.3,, I ,75,12.5,9.4,3.1,I
PRIMARIA,14DPR0474N,COMPLETO,2,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR0475M,MATUTINO,35,94.3,88.6,SI,SI,NO,SI,69.7,24.2,3,3, I ,64.5,32.3,3.2,,I
PRIMARIA,14DPR0476L,COMPLETO,10,100,100,SI,SI,NO,NO,60,20,20,, I ,90,,10,,I
PRIMARIA,14DPR0477K,MATUTINO,35,100,100,SI,SI,NO,NO,77.1,17.1,5.7,, I ,94.3,2.9,2.9,,I
PRIMARIA,14DPR0479I,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR0480Y,MATUTINO,5,100,100,SI,SI,NO,NO,100,,,, I ,80,20,,,I
PRIMARIA,14DPR0482W,VESPERTINO,11,81.8,81.8,SI,SI,NO,NO,55.6,22.2,22.2,, I ,55.6,22.2,11.1,11.1,I
PRIMARIA,14DPR0483V,COMPLETO,10,100,100,SI,SI,NO,NO,70,30,,, I ,50,30,20,,I
PRIMARIA,14DPR0484U,COMPLETO,4,100,100,SI,SI,NO,NO,75,25,,, I ,75,25,,,I
PRIMARIA,14DPR0485T,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,50,,50,,I
